timestamp,Open,High,Low,Close,Volume
2018-04-17,0.26,0.267888,0.23983,0.2430949999999999,37166067.95877273
2018-04-18,0.2437494999999999,0.2646,0.24201,0.2617474999999999,49128157.07564102
2018-04-19,0.26179,0.275,0.25777,0.2704905,72249940.81759167
2018-04-20,0.270445,0.3044199999999999,0.26648,0.301551,103740909.01184818
2018-04-21,0.301774,0.307,0.26509,0.2873395,122372469.52584079
2018-04-22,0.2871505,0.2973,0.27716,0.2818545,72863960.67453873
2018-04-23,0.281825,0.2899989999999999,0.280517,0.287801,51477218.1388534
2018-04-24,0.2879835,0.32,0.285,0.308765,134702294.11000052
2018-04-25,0.3087775,0.311757,0.2573,0.2688795,155621859.1058975
2018-04-26,0.2688895,0.294,0.255,0.293236,93379524.09877002
2018-04-27,0.293236,0.30643,0.28145,0.28445,80318494.86322194
2018-04-28,0.2844,0.36498,0.2817,0.35606,168937876.23000002
2018-04-29,0.35675,0.3866,0.3415,0.36254,162840221.99
2018-04-30,0.36251,0.3637,0.33,0.34145,93142615.39
2018-05-01,0.34184,0.36034,0.3187,0.35505,120303270.8
2018-05-02,0.35498,0.3758599999999999,0.345,0.37199,65457686.29
2018-05-03,0.37199,0.3885,0.3640199999999999,0.36716,88326409.65
2018-05-04,0.36683,0.3689699999999999,0.3465,0.35803,57887162.1140928
2018-05-05,0.3584,0.37434,0.35771,0.3650199999999999,46962690.28
2018-05-06,0.3650199999999999,0.36641,0.33538,0.346564,66334699.381241225
2018-05-07,0.346275,0.34772,0.291,0.3311435,98329737.52833882
2018-05-08,0.3314415000000001,0.347,0.3163,0.3222494999999999,69672546.58471502
2018-05-09,0.3222615,0.32547,0.298,0.31847,95222058.1244648
2018-05-10,0.3189835,0.322996,0.291,0.291605,67793136.32760975
2018-05-11,0.291605,0.295121,0.2473,0.255579,197704925.3506315
2018-05-12,0.255601,0.27898,0.2260039999999999,0.2655305,194538763.6252616
2018-05-13,0.265086,0.285,0.256,0.2770465,113052406.52609488
2018-05-14,0.2773005000000001,0.27815,0.25123,0.26623,127089284.29677208
2018-05-15,0.2662724999999999,0.2769999999999999,0.2513,0.2539659999999999,66521782.083597
2018-05-16,0.2540929999999999,0.2558,0.237,0.2524895,74245767.47774735
2018-05-17,0.252435,0.260997,0.2366599999999999,0.23976,63980284.16469188
2018-05-18,0.2397395,0.245,0.23037,0.24324,61784082.94080996
2018-05-19,0.2436525,0.247998,0.2356619999999999,0.2413565,51721604.699660905
2018-05-20,0.241474,0.2623,0.2383199999999999,0.255777,70014202.2164406
2018-05-21,0.255777,0.263797,0.243,0.2457364999999999,64458210.810946845
2018-05-22,0.24603,0.2473,0.21841,0.220365,69531484.46562253
2018-05-23,0.220365,0.2236989999999999,0.1927,0.197692,154234697.5928632
2018-05-24,0.197763,0.211,0.18865,0.2072739999999999,128349823.80140525
2018-05-25,0.207252,0.20909,0.193425,0.1980585,98613212.65234502
2018-05-26,0.198018,0.205,0.1938,0.19523,90569467.91598852
2018-05-27,0.19524,0.1958,0.1901,0.192074,88415855.12489074
2018-05-28,0.192196,0.194824,0.1711,0.17252,133401769.4225809
2018-05-29,0.17252,0.2089599999999999,0.17055,0.2016605,219075563.67604026
2018-05-30,0.2017465,0.217596,0.19689,0.207957,249515444.78738946
