timestamp,Open,High,Low,Close,Volume
2018-01-01,7.6596,7.95,7.2,7.638,1727142.6792296
2018-01-02,7.6401,8.6,7.622000000000001,8.2968,4247391.19639479
2018-01-03,8.3205,9.4345,7.8343,9.43,3992316.6484732204
2018-01-04,9.43,10.503,9.15,9.4706,7353260.03450128
2018-01-05,9.4704,9.85,8.5079,9.2892,4000891.60780377
2018-01-06,9.2895,9.899,8.7187,9.8285,2794195.46698543
2018-01-07,9.8256,10.9,9.7553,10.131,3437362.85600369
2018-01-08,10.151,10.39,8.1348,9.5985,4816981.17595472
2018-01-09,9.5834,9.7429,8.74,9.2169,2179061.74279076
2018-01-10,9.2353,11.48,8.3625,11.2,7940171.30818177
2018-01-11,11.2,12.459,8.9,11.272,10412784.16339091
2018-01-12,11.276,15.24,10.565,13.802,12845685.19870954
2018-01-13,13.802,18.67,13.431,16.0,17593132.102231998
2018-01-14,16.0,16.134,12.888,13.25,7495624.877623393
2018-01-15,13.25,14.7,12.67,12.795,6939553.233086379
2018-01-16,12.795,13.1,8.01,9.905,23660814.41808775
2018-01-17,9.875,10.563,7.5,10.095,20854316.19878828
2018-01-18,10.095,11.481,9.55,10.216,13842773.061698964
2018-01-19,10.2105,11.85,9.58,11.1325,12645612.609191833
2018-01-20,11.1275,15.95,11.036,15.592,19805879.612504218
2018-01-21,15.5835,15.82,11.992,13.470999999999998,21800764.91574943
2018-01-22,13.4875,15.28,12.449000000000002,13.4905,21642223.733293857
2018-01-23,13.492,13.925999999999998,11.6,12.888,15026059.794618534
2018-01-24,12.878,13.97,12.24,13.909,8552327.37641795
2018-01-25,13.9225,15.1,13.473,14.2805,10706126.556544073
2018-01-26,14.2855,14.83,12.8,14.2955,9414056.020820709
2018-01-27,14.298,14.745,13.855,14.37,4649833.456553587
2018-01-28,14.35,14.972,14.08,14.726,4947517.445947194
2018-01-29,14.720999999999998,14.85,13.28,13.5385,4850806.4944888735
2018-01-30,13.555,13.61,10.87,11.3795,11570699.834701983
2018-01-31,11.3785,12.252,10.22,11.982,9427365.706809206
2018-02-01,11.97,12.2,9.75,10.098,12578858.998646207
2018-02-02,10.108,11.2,8.408,10.246,17339717.21440667
2018-02-03,10.2455,11.27,9.143,10.621,8916902.08908987
2018-02-04,10.621,10.93,8.3636,8.8995,9153196.35623941
2018-02-05,8.885850000000003,9.3,6.8,7.0555,15066319.323211286
2018-02-06,7.0385,8.46,5.7917,8.270299999999999,23635524.658408027
2018-02-07,8.276,8.97,7.3638,7.6825,13599508.309059152
2018-02-08,7.68995,8.7889,7.6301,8.327,9023000.229609074
2018-02-09,8.325,9.61,7.91,9.48905,8533640.169350185
2018-02-10,9.4795,9.9,8.392999999999999,8.93,9039416.343110628
